"cell_type","MS4A1","CD14","LYZ","IL7R","CD3E","CD8A","FCER1A","CST3","FCGR3A","PPBP","GNLY","NKG7","UMAP1","UMAP2"
"B cells",2.88275428559877,0,0,0,0,0,0,0,0,0,0,0,3.34923505783081,-9.2258977890015
"CD4 T cells",0,0,0,1.65306677482331,2.24558564902964,0,0,0,0,0,0,0,4.82379770278931,-0.146897852420807
"CD14+ Monocytes",0,0,6.27836173715205,0,0,0,0,3.86162516666345,0,0,0,0,-1.4039793014526,3.4480767250061
"CD4 T cells",0,0,0,0,2.46555895399748,0,0,0,0,0,0,0,2.29402303695679,1.27148127555847
"CD4 T cells",0,0,1.6435731596723,2.23508169123344,0,0,0,1.6435731596723,0,0,0,0,4.43192172050476,-0.932054400444031
"CD4 T cells",0,0,1.46916396212335,2.04007695735458,3.19536986156097,0,0,1.46916396212335,0,0,1.46916396212335,0,5.27712821960449,-1.58964931964874
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,2.98824310302734,2.34701156616211
"CD4 T cells",0,0,0,2.78867181622149,1.80606827324287,0,0,0,0,0,0,0,3.63436818122864,-0.942399442195892
"FCGR3A+ Monocytes",0,0,3.91401774129664,0,0,0,0,4.31280723531025,2.96591402685768,1.11377229747066,0,0,-5.6354818344116,1.26534497737885
"B cells",2.43175436473414,0,2.43175436473414,0,0,0,0,0,0,0,0,0,2.376136302948,-9.1301107406616
"CD4 T cells",0,0,2.78059366209879,0,2.14760199418497,0,0,0,0,0,0,0,4.27850580215454,1.69115710258484
"CD4 T cells",0,0,0,2.45917740382218,0,0,0,0,0,0,3.4990969786764,3.10863114916456,5.11605644226074,2.24981021881104
"CD4 T cells",0,1.76037827239926,0,2.3636117977186,3.00857672821836,0,1.76037827239926,0,0,0,0,0,3.02053737640381,1.86379933357239
"CD8 T cells",0,0,0,1.78967916891468,1.78967916891468,3.25569580704656,0,0,0,0,3.58109150029081,4.61264838881158,8.71215128898621,1.66944324970245
"CD14+ Monocytes",0,0,4.66402460322896,0,0,0,0,4.34910030141947,0,3.38957325346575,0,0,-5.4669990539551,6.76595878601074
"CD4 T cells",0,0,1.68630118274497,0,2.28227463769894,0,0,1.68630118274497,1.68630118274497,0,1.68630118274497,0,4.46311640739441,-1.44057464599609
"CD4 T cells",0,0,1.97189696193637,1.40906951443495,1.40906951443495,0,0,0,0,0,0,0,4.60448431968689,-0.62682843208313
"B cells",2.76326319615546,0,2.38885361988142,0,0,1.78347441769395,0,0,0,0,0,0,2.77021360397339,-8.3557844161987
"B cells",2.36667061299137,0,0,0,0,0,0,0,0,0,0,0,1.67150020599365,-8.1657485961914
"CD4 T cells",0,0,2.04680061763826,0,2.67319486153712,0,0,0,0,0,0,0,2.15623998641968,1.33784329891205
"CD4 T cells",0,0,2.03283462619696,0,2.65825754389449,0,0,0,0,0,0,0,2.97134828567505,2.55040144920349
"CD4 T cells",0,0,1.69459572077441,2.93267413758685,2.66258782702545,0,0,0,0,0,1.69459572077441,0,4.43755030632019,0.944899559020996
"CD4 T cells",0,0,2.19793600466725,0,0,0,0,0,0,0,0,0,3.57941675186157,1.96394860744476
"CD4 T cells",0,0,2.41813887907502,1.48349282330361,2.68329737311111,1.48349282330361,0,1.48349282330361,0,0,0,2.05625384589532,6.01762163639069,0.858804404735565
"CD8 T cells",0,0,0,0,2.19367690177495,0,0,0,0,0,0,3.21504379080003,7.61497860401869,1.53447270393372
"NK cells",0,0,0,0,0,0,0,0,3.33577922051775,0,4.6088400472349,4.84786481410725,10.5324819087982,1.33939075469971
"CD4 T cells",0,0,0,1.95557205996705,2.57535063994115,0,0,0,0,0,0,0,3.42311954498291,2.45318198204041
"CD4 T cells",1.61168168290827,0,0,1.61168168290827,2.19971734515274,0,0,0,1.61168168290827,0,0,0,3.25697565078735,0.220880851149559
"CD4 T cells",0,0,2.38930337767195,2.38930337767195,2.38930337767195,0,0,0,0,0,0,1.78388639163995,4.33886098861694,1.07465541362762
"CD8 T cells",0,0,1.81936793330905,1.81936793330905,1.81936793330905,1.81936793330905,0,1.81936793330905,0,0,0,3.61565560700725,6.64270830154419,-0.145856201648712
"CD4 T cells",0,0,1.35845373514695,0,0,0,0,0,0,0,0,0,3.23341655731201,0.138772994279861
"CD4 T cells",1.61264561366087,0,0,2.20078805549461,0,0,0,0,0,0,0,0,3.23299837112427,1.08909571170807
"CD4 T cells",0,0,1.80947696635039,3.27851215580624,1.80947696635039,0,0,0,0,0,0,1.80947696635039,4.00034070014954,1.89882838726044
"CD4 T cells",0,0,1.72122402067561,1.72122402067561,1.72122402067561,0,0,0,0,0,0,0,2.66367959976196,-0.932636082172394
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,4.3843982219696,0.355111658573151
"CD4 T cells",0,0,0,0,2.20186019963343,0,0,1.61361093831174,0,0,0,0,2.37417316436768,0.687249362468719
"CD4 T cells",0,0,2.23732106466724,0,2.23732106466724,0,0,0,0,0,0,1.64559632969763,3.36150646209717,-0.538592398166656
"CD4 T cells",0,0,0,1.32223270296661,2.8628139487241,0,0,0,0,0,1.32223270296661,0,3.56745576858521,-0.650898337364197
"FCGR3A+ Monocytes",0,0,3.3063790073005,1.05695024515647,0,0,0,3.54951594906256,3.07516241316131,1.55923104863668,0,0,-6.7216739654541,1.65403020381927
"CD4 T cells",0,0,1.9174857665439,0,2.534304649529,0,0,0,0,0,0,0,3.0327787399292,-0.901851534843445
"CD4 T cells",0,0,1.60911798921294,1.60911798921294,1.60911798921294,0,0,0,0,0,0,1.60911798921294,4.33747267723083,-1.20720863342285
"FCGR3A+ Monocytes",0,0,1.66131124334609,0,1.14202478160342,0,0,3.61799547332464,3.67366186259784,0,1.14202478160342,0,-6.0862102508545,1.39977025985718
"CD14+ Monocytes",0,1.6714083440343,5.08033058261749,0,0,0,0,3.29279247974014,0,0,0,0,-2.8805284500122,3.28437876701355
"CD4 T cells",0,0,0,2.79634280824789,0,0,0,0,0,0,0,0,3.76374912261963,2.16574549674988
"B cells",1.68308252446732,0,0,0,0,0,0,1.68308252446732,0,0,0,0,2.40821743011475,-8.4194850921631
"Dendritic cells",0,0,5.33111371932228,0,0,0,2.20796293555735,4.97762682388989,0,0,0,0,-2.5589027404785,-0.432156145572662
"CD14+ Monocytes",1.40441438486919,1.96659215144957,4.97974723344915,0,0,0,1.96659215144957,4.27224297976534,0,0,0,0,-2.934986114502,0.494264602661133
"CD4 T cells",0,0,1.93959397920102,1.3807698976481,1.93959397920102,0,0,0,0,0,0,0,4.96404719352722,0.71711939573288
"CD14+ Monocytes",0,0,5.18879888200384,0,0,0,0,3.99775905973548,0,0,0,0,-1.8412237167358,4.60909605026245
"B cells",3.02707204560885,0,2.38124472162295,1.77650710215293,1.77650710215293,0,0,1.77650710215293,0,0,0,0,2.92802762985229,-8.6095523834229
"CD4 T cells",0,0,0,0,1.77773167917179,0,0,1.77773167917179,0,0,0,0,5.46376705169678,-1.71026492118835
"CD14+ Monocytes",1.28473100650501,2.17940986653379,5.98715968548192,0,1.28473100650501,0,0,4.30654150332414,0,0,0,0,-3.441577911377,1.64656603336334
"CD4 T cells",0,0,1.72576302731971,0,2.32567743477466,0,0,0,0,0,0,0,2.09111070632935,1.39940416812897
"FCGR3A+ Monocytes",0,0,4.11284307942124,0,0,0,0,4.22548308693305,1.03738400499787,0,0,0,-4.9220399856567,1.68050444126129
"FCGR3A+ Monocytes",0,0,2.72714123254856,0,0,0,0,3.21145613064218,3.78117029322276,0,0,0,-6.3410491943359,1.45455265045166
"CD4 T cells",0,0,2.53270310735032,2.53270310735032,0,0,0,0,0,0,0,3.18531784304645,4.95442652702332,2.46461772918701
"NK cells",0,0,0,0,0,0,0,0,2.59864824950816,0,4.54692255952938,4.83195117106126,10.4989488124847,1.53384411334991
"CD4 T cells",1.13252786352411,0,0,3.09262837529269,1.98930830436206,0,0,0,0,0,0,2.24219445726308,5.33957052230835,-1.52822852134705
"CD4 T cells",0,0,0,0,2.20078805549461,0,0,0,0,0,0,1.61264561366087,5.75075626373291,-1.49582409858704
"CD4 T cells",0,0,1.5008577815123,1.5008577815123,1.5008577815123,0,0,0,0,1.5008577815123,0,0,4.00914287567139,-1.37787878513336
"CD4 T cells",0,0,0,3.02894248941099,1.77814034080982,0,0,0,0,0,0,1.77814034080982,3.34936714172363,-0.199342831969261
"FCGR3A+ Monocytes",0,1.24867094577686,3.70797876892573,0,0,0,0,4.14539692113248,3.50598353404554,0,0,0,-6.1113939285278,1.32818984985352
"CD14+ Monocytes",0,3.23906284578818,5.50572998993612,1.77528463202455,0,0,0,4.00590614253578,1.77528463202455,0,0,0,-2.219651222229,1.45288252830505
"CD4 T cells",0,0,0,0,0,2.35839426448026,0,0,0,0,0,0,2.66232347488403,1.8679610490799
"CD14+ Monocytes",0,1.2516925719897,4.29580693805008,0,0,0,0,4.06755351881099,0,0,1.2516925719897,0,-3.4155416488647,1.12765979766846
"CD14+ Monocytes",0,0,4.61245848307386,1.57605208029777,0,0,0,4.75423479898398,0,0,0,0,-3.6328611373901,1.58566403388977
"CD4 T cells",0,0,0,1.89794210856257,0,0,0,0,0,0,0,0,3.67493462562561,-1.4293258190155
"CD4 T cells",0,0,0,2.84381749568593,2.2072425502065,0,0,0,0,0,0,0,4.37909865379333,-1.05846726894379
"CD14+ Monocytes",0,3.21220740262256,5.50593342921618,0,0,0,0,4.28360769509511,0,0,0,0,-2.3134164810181,2.39987683296204
"CD4 T cells",0,0,2.9209689911685,0,1.68451117798031,0,0,0,0,0,0,0,5.16700744628906,-1.61032855510712
"CD4 T cells",0,0,1.41470318139231,1.97831228314442,0,1.41470318139231,0,0,0,0,0,0,2.75080680847168,-0.394178658723831
"Dendritic cells",0,0,5.36541132785472,0,1.02028789176194,0,3.38044663784666,4.98680320051513,0,0,0,0,-2.5829839706421,-0.506753265857697
"CD8 T cells",0,0,0,2.45868851108846,2.45868851108846,0,0,0,0,0,5.50881258402119,3.77867179050819,7.3741352558136,0.723000347614288
"FCGR3A+ Monocytes",0,0,2.90953165263877,0,0,0,0,3.42555748212033,3.14866075167213,0,0,0,-6.4496774673462,1.35402703285217
"CD14+ Monocytes",0,1.85577505279414,4.52983351292491,0,0,0,0,3.50795465480521,0,0,0,0,-3.0002746582031,2.73224568367004
"B cells",1.80225274494389,0,2.40933704521816,0,0,0,0,0,0,0,0,0,2.23360061645508,-7.9906406402588
"B cells",3.04547531787556,0,2.39880485990856,1.79259328900454,0,0,0,0,0,0,0,0,2.99499607086182,-9.4857063293457
"CD4 T cells",0,0,2.29461406874668,0,0,0,0,2.29461406874668,0,0,0,0,3.57519197463989,2.48821902275085
"NK cells",0,0,1.87843203544026,0,0,0,0,0,1.87843203544026,0,2.4920870175616,5.08607592237349,10.314709186554,1.13128268718719
"CD14+ Monocytes",0,1.40511037996073,5.96248119445888,1.96738550053935,0,0,0,3.4582002757025,0,0,1.40511037996073,0,-3.8639183044434,1.65204250812531
"CD4 T cells",0,0,1.58247280475508,1.58247280475508,2.5337704679311,0,0,0,1.58247280475508,0,0,1.58247280475508,3.32968139648438,-1.31015181541443
"CD4 T cells",0,0,0,1.45767944698385,2.02708950432037,0,0,0,0,0,0,0,4.23655247688293,-1.43242466449738
"NK cells",1.80098540064175,1.80098540064175,0,0,3.0550594383229,0,0,0,0,0,5.64937647001948,5.78246780198951,10.6134934425354,1.62262880802155
"CD4 T cells",0,0,2.17306056511845,0,1.58771674681495,1.58771674681495,0,0,0,0,0,0,2.79213857650757,1.73210561275482
"CD4 T cells",0,0,0,0,0,0,0,0,0,1.73762719249798,0,0,2.2613787651062,0.0738804340362549
"CD4 T cells",0,0,1.82983567764063,1.82983567764063,2.8153241126795,0,0,0,0,0,0,0,3.83646535873413,0.0131825683638453
"NK cells",0,0,2.14960885591511,0,0,0,0,0,0,0,2.78272482014723,5.2888680095042,9.89107656478882,1.4237939119339
"B cells",2.57236595511659,0,0,0,0,0,0,0,0,0,0,0,3.9680802822113,-8.8805131912231
"CD4 T cells",0,0,0,2.17064958686835,2.53733801268595,0,0,1.58555242744474,0,0,0,0,2.21166753768921,1.47205829620361
"CD4 T cells",0,0,1.58063191318502,0,1.58063191318502,0,0,0,0,0,0,0,3.68277812004089,1.02146339416504
"CD4 T cells",0,0,0,0,0,1.70262408196355,0,1.70262408196355,0,0,0,0,5.18436169624329,1.08711922168732
"CD4 T cells",0,0,0,2.19686910077171,1.60911798921294,0,0,0,1.60911798921294,0,0,0,5.2670783996582,1.49854445457458
"B cells",1.9956901747898,0,2.61845790871233,0,0,0,0,0,0,0,0,0,3.31156492233276,-8.4062814712524
"CD4 T cells",0,0,1.59644557250389,2.1827781688618,2.1827781688618,1.59644557250389,0,0,0,0,0,1.59644557250389,5.27724814414978,-0.882962822914124
"FCGR3A+ Monocytes",0,0,3.23260944820595,0,0,0,0,3.67749926197497,3.38110783960468,0,0,1.10816950234821,-5.9415102005005,1.55580866336823
"FCGR3A+ Monocytes",0,1.91353563432951,2.90859484481995,0,0,0,0,3.89470855676517,3.00848519330359,0,0,1.07352323059945,-6.5523662567139,1.41979134082794
"B cells",3.40009173901556,0,1.4394888082265,0,0,0,0,0,0,0,0,0,3.01526832580566,-9.3248310089111
"Dendritic cells",0,1.442319215766,4.4613938163421,0.96135890776752,0,0,2.63346913932895,4.55054905050004,0,0,0,0.96135890776752,-2.5554494857788,-0.522722184658051
"CD14+ Monocytes",0,2.37946447147854,4.68942216567714,0,0,0,0,3.23859198561967,0,0,1.77487760908237,0,-3.3584270477295,2.62169885635376
"CD14+ Monocytes",0,0,5.26784890473114,0,0,0,0,3.4787234602886,0,0,0,0,-2.0745697021484,1.67998588085175
"B cells",3.32473721975363,0,0,0,0,0,0,0,0,0,2.04095063582957,0,2.54125881195068,-9.3717823028564
"CD4 T cells",0,0,0,0,2.25088926712533,0,0,0,0,0,0,0,4.06026363372803,2.52507352828979
"CD4 T cells",0,0,2.53199227505772,1.58093837143959,0,0,0,0,0,0,0,0,4.57755780220032,-0.114889323711395
"CD4 T cells",0,0,1.87002740356441,3.13348771802684,1.87002740356441,0,0,0,0,0,0,0,2.25465965270996,1.5677285194397
"CD14+ Monocytes",0,0,4.79183158163204,0,0,0,0,4.39050651489966,0,0,0,0,-3.529655456543,1.65234279632568
"CD4 T cells",0,0,0,0,2.13698395419608,2.3947195147532,0,1.78884874323438,0,0,0,0,2.52864742279053,-0.706535160541534
"CD4 T cells",0,0,0,0,2.31532874066051,0,0,1.71633991396968,0,0,0,0,3.27965307235718,0.736479580402374
"B cells",0,0,0,0,2.2463411830498,0,0,0,0,0,0,0,2.566086769104,-8.0459680557251
"CD4 T cells",0,0,0,3.41946323110444,2.4917481116402,1.54631201209023,0,0,0,0,0,2.12683223636298,5.36365675926208,-1.8871443271637
"Megakaryocytes",0,0,0,0,0,0,0,3.80640178456126,0,6.8759982559711,0,0,-5.5184116363525,6.84841537475586
"NK cells",0,0,2.49412330489292,0,0,0,0,0,3.14510967462859,0,3.53611669956153,5.05341093456246,10.0125598907471,0.872585356235504
"CD14+ Monocytes",0,1.9940439978935,5.28675329777172,0,0,0,0,4.1659172953318,0,0,0,0,-3.2501077651978,1.9194700717926
"CD4 T cells",0,0,2.30429688223136,2.30429688223136,1.7063043852994,0,0,0,0,0,0,0,2.13590383529663,0.393987685441971
"CD4 T cells",0,0,2.55759638315628,2.19014490174816,1.60306846414862,0,0,1.60306846414862,0,0,0,0,4.630610704422,-1.13001930713654
"CD4 T cells",0,0,2.33461254480638,0,2.80592864591802,0,0,0,0,0,0,0,5.46257138252258,-1.9839528799057
"CD4 T cells",0,0,0,2.17929397170377,2.5463226509892,0,0,1.59331490451863,0,0,0,0,2.53016567230225,-0.421966433525085
"CD4 T cells",0,0,1.63921029215975,0,0,2.23025094024828,0,0,0,0,0,0,2.2516827583313,-0.0559285953640938
"CD4 T cells",0,0,1.70446178781307,1.70446178781307,1.70446178781307,0,0,0,0,0,0,0,4.74449896812439,0.35849142074585
"CD14+ Monocytes",0,0,5.29875484860736,0,0,0,0,3.53167732395234,0,1.63854157694835,1.63854157694835,0,-2.77756690979,2.24027347564697
"B cells",1.69278404402543,0,1.69278404402543,0,0,0,0,0,0,0,0,0,3.53021025657654,-8.9635429382324
"B cells",1.84717530836962,0,1.84717530836962,1.84717530836962,1.84717530836962,0,0,1.84717530836962,0,0,0,0,3.44867324829102,-8.844669342041
"CD4 T cells",0,0,1.85214172938703,2.84026871364874,1.85214172938703,0,0,0,0,0,0,0,2.8729944229126,0.50314599275589
"CD4 T cells",0,0,0,2.7795300082422,0,0,0,0,0,0,0,0,2.9750018119812,0.240111827850342
"CD4 T cells",0,0,0,2.68647856817735,2.05923185480196,0,0,0,0,0,0,0,5.5762779712677,-0.257086336612701
"CD14+ Monocytes",0,2.48870404517628,5.80624778705455,1.54370083335211,0,1.54370083335211,0,3.81071253286716,0,0,0,0,-2.3314437866211,2.24949741363525
"CD14+ Monocytes",0,2.64337042295114,5.16558669809943,0,1.67775140648335,0,0,3.57873073130681,0,0,0,0,-1.9469680786133,2.97492742538452
"CD4 T cells",0,0,1.56399310965288,2.51232604464183,1.56399310965288,1.56399310965288,0,0,0,0,0,1.56399310965288,1.79883623123169,0.686248540878296
"CD4 T cells",0,0,0,1.61748624561693,1.61748624561693,0,0,1.61748624561693,0,0,0,0,2.48483514785767,0.143263936042786
"B cells",2.76164132294457,0,2.12976605709338,0,0,0,0,0,0,0,0,0,2.38714218139648,-7.8045568466187
"B cells",3.0187024374662,0,2.3732634856087,0,0,0,0,0,0,0,0,0,2.54256343841553,-7.9299373626709
"CD14+ Monocytes",0,1.38862387560562,5.02036412175634,0,0,0,0,4.06349437579563,0,0,0,0,-3.3524961471558,1.84236860275269
"FCGR3A+ Monocytes",0,0,4.10859871504874,0,0,0,0,3.65860536776231,3.87658190800569,0,0,1.42325256811428,-6.0606298446655,1.50496792793274
"CD8 T cells",0,0,0,0,0,0,0,0,0,0,0,3.0099508629045,6.69176667928696,0.126269415020943
"CD4 T cells",0,0,0,3.68501517163329,3.14404702608989,0,0,0,0,0,0,0,4.23247289657593,-0.774288535118103
"CD8 T cells",0,0,0,2.44655756790555,0,1.83645580532502,0,0,0,0,0,3.30949531207792,6.98189181089401,0.448859006166458
"FCGR3A+ Monocytes",0,0,0.9141063121956,0,1.38356309013006,0,0,2.94098771106495,2.29930667148295,0,0,0,-6.6182422637939,1.34962105751038
"CD14+ Monocytes",0,2.5074797135716,5.49466541931884,0,0,0,0,4.04951778485771,0,0,0,0,-1.3779573440552,2.89547562599182
"CD8 T cells",0,0,0,2.3501999032919,2.99449811570996,2.3501999032919,0,0,0,0,2.99449811570996,2.3501999032919,5.918013215065,0.942465603351593
"NK cells",0,0,0,0,1.9650079517119,2.5855012251463,0,0,3.63256875015548,0,4.95656125617016,4.91242930995291,9.93304109573364,0.927255511283875
"CD14+ Monocytes",0,0,4.72049204466202,1.80098540064175,0,0,0,3.8394631848175,0,0,0,0,-1.8488988876343,2.87958145141602
"B cells",3.30809893017553,0,0,0,0,0,0,0,0,0,0,0,2.5559515953064,-8.7567453384399
"CD4 T cells",0,0,0,0,0,2.25546304997313,0,0,0,0,0,0,5.79897177219391,1.51426422595978
"B cells",0,0,0,0,0,0,0,2.70581306370385,0,0,0,0,1.91407108306885,-7.813494682312
"CD8 T cells",0,0,2.2966218856893,0,1.69932846649554,1.69932846649554,0,0,1.69932846649554,0,0,4.83761146100224,8.6836644411087,1.97257828712463
"CD4 T cells",0,0,0,0,2.93914929428827,0,0,0,0,0,0,0,5.95454132556915,-1.01862061023712
"CD4 T cells",0,0,0,1.86770977587311,2.48047245816107,0,0,0,0,0,0,0,5.04571890830994,-0.40546441078186
"CD4 T cells",0,0,2.03920426922444,0,0,0,0,0,0,0,0,0,4.28566193580627,1.81398785114288
"CD4 T cells",0,0,0,2.20472628699723,2.57273847358912,0,0,0,0,0,0,0,5.16981101036072,-0.364958941936493
"CD4 T cells",0,0,0,1.57879615295133,1.57879615295133,0,0,0,0,0,0,1.57879615295133,3.80417561531067,1.37324023246765
"CD4 T cells",0,0,0,1.77487760908237,3.02520544876779,2.75357644887167,0,0,0,0,0,0,3.26776599884033,1.3666445016861
"CD14+ Monocytes",0,0,4.88567268125652,0,0,0,0,3.59378274318597,0,0,0,0,-1.3867473602295,3.33269453048706
"NK cells",0,0,0,0,2.43412438824543,0,0,1.82501912224963,2.80992911671227,0,4.43374842725337,4.37000092069287,10.8169829845429,1.2277820110321
"CD4 T cells",0,0,0,2.14827038255578,0,0,0,0,0,0,0,0,3.89254689216614,2.50281810760498
"CD14+ Monocytes",0,1.37478077060808,4.49564871964443,0,0,0,0,3.7461794138196,0,0,0,0,-2.8304214477539,1.6952086687088
"CD4 T cells",0,0,0,2.02880853123836,2.65394873099456,0,0,0,0,0,0,0,2.23346185684204,1.24381482601166
"NK cells",0,0,0,0,1.79677704122003,1.79677704122003,0,0,3.05025475493917,0,3.93772605107011,5.35784776937836,10.4523138999939,1.80917322635651
"CD14+ Monocytes",0,1.84515331814007,4.36018375801929,0,0,0,0,3.21810814418565,0,0,0,0,-2.7986116409302,1.4574134349823
"CD14+ Monocytes",0,2.7485446566073,3.80353870745664,0,0,0,0,4.08563225612294,2.7485446566073,0,0,0,-2.014669418335,4.31683731079102
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.55360507965088,2.00107908248901
"CD4 T cells",1.57059807911784,0,0,0,1.57059807911784,0,0,0,0,0,0,0,3.00783443450928,1.55719578266144
"CD4 T cells",0,0,1.65958538245891,1.65958538245891,3.10394312926057,0,0,0,0,0,0,0,5.33812046051025,0.376921534538269
"B cells",0,0,0,0,0,0,0,2.04153363933547,0,0,0,0,2.37600421905518,-8.2290048599243
"CD4 T cells",0,0,0,0,2.90925050750186,0,0,1.49707719415312,0,0,0,0,5.76224040985107,-1.75081789493561
"CD8 T cells",0,0,0,1.71971756500341,1.71971756500341,1.71971756500341,0,0,0,0,0,4.24483528558259,7.63431017100811,1.51241421699524
"B cells",1.86493826954485,0,0,0,0,0,0,0,0,0,0,0,2.59880447387695,-9.3246660232544
"B cells",0,0,0,0,2.19509408385393,0,0,0,0,0,0,0,2.22767925262451,-7.8551826477051
"CD4 T cells",0,0,2.33405124906741,0,1.73339425326688,0,0,1.73339425326688,0,0,0,0,2.6139965057373,-0.780577540397644
"B cells",2.61434211279111,0,0,0,0,0,0,0,0,0,0,0,2.93040752410889,-8.2110042572021
"CD4 T cells",0,0,0,1.61813431960429,1.61813431960429,2.20688260009458,0,0,0,0,1.61813431960429,0,2.32387638092041,1.63510310649872
"B cells",2.66445028507651,0,0,0,0,0,0,0,0,0,0,0,2.406325340271,-8.3780755996704
"CD4 T cells",0,0,2.10090958871987,1.52318273829932,0,0,0,0,0,0,0,0,5.70381474494934,0.0406900197267532
"CD4 T cells",1.77406426244286,0,0,1.77406426244286,0,0,0,0,0,0,0,0,2.16150188446045,-0.0973587930202484
"CD14+ Monocytes",0,0,4.29393743058429,0,0,0,0,4.47398121702746,0,0,0,0,-1.8170146942139,4.61369752883911
"CD8 T cells",0,0,1.79175946922805,0,2.39789527279837,1.79175946922805,0,0,0,0,0,3.8286413964891,8.62181961536407,1.74408090114594
"CD14+ Monocytes",0,0,5.24126275354897,0,0,0,0,3.73408398812637,0,0,0,0,-1.9104995727539,4.14378786087036
"Megakaryocytes",0,0,0,1.64054971358604,0,0,0,1.64054971358604,0,5.41846305131506,0,0,-5.3962726593018,6.69201421737671
"FCGR3A+ Monocytes",1.222365491311,0,2.10238002430719,0,0,0,0,3.2169578190057,3.60897396257474,0,0,0,-6.4653778076172,1.32058537006378
"CD14+ Monocytes",0,0,5.1747189039397,0,0,0,0,2.92180003288302,0,0,0,0,-1.5118465423584,3.67454051971436
"CD14+ Monocytes",0,2.55869531334854,4.78906975808576,0,0,0,0,4.33711674536372,0,0,0,0,-2.8005352020264,3.03967308998108
"CD4 T cells",0,0,0,2.25584536688784,1.66234886396227,0,0,0,0,0,0,0,2.94614601135254,0.540548622608185
"CD4 T cells",0,0,2.43539114447013,0,2.0727764476327,0,0,0,0,0,0,0,2.21075344085693,-0.481798410415649
"CD14+ Monocytes",0,1.73493054468269,5.20988404706802,0,0,0,0,3.95802595336023,0,0,1.73493054468269,1.73493054468269,-2.4369106292725,2.41645240783691
"CD8 T cells",0,0,0,0,1.76598168249413,0,0,0,2.36974076323712,0,0,4.2321093870951,9.62947869300842,0.920662403106689
"CD4 T cells",0,0,1.25959040527185,2.78154020874398,1.25959040527185,0,0,0,0,0,0,0,3.93626475334167,-1.01073122024536
"CD14+ Monocytes",1.51759748953085,1.51759748953085,5.60453387518468,1.51759748953085,0,0,2.72425251484544,4.17596393557503,0,0,0,1.51759748953085,-2.7599906921387,0.364532291889191
"CD4 T cells",0,0,0,1.56728726629958,1.56728726629958,0,0,0,0,0,0,0,3.1772518157959,-0.959059596061707
"CD14+ Monocytes",0,0,5.29559591593143,0,1.32344496754583,0,0,4.32308798744049,1.32344496754583,0,0,0,-3.8219127655029,1.08453953266144
"CD4 T cells",0,0,1.48165090626768,0,0,2.41596842294391,0,0,0,0,1.48165090626768,0,3.06302165985107,-0.412515044212341
"CD4 T cells",0,0,1.97242949798354,3.24853074860739,4.54139704843742,0,0,0,0,0,0,0,5.16892457008362,-0.952693998813629
"CD4 T cells",0,0,1.69604849673951,0,2.29301136085359,0,0,0,0,0,0,0,3.16696071624756,2.15968298912048
"CD4 T cells",0,0,0,1.55775000062302,2.50506687744265,0,0,1.55775000062302,0,0,0,0,2.19073390960693,0.917659163475037
"CD8 T cells",0,0,0,0,1.87142150649412,2.86177669610421,0,1.87142150649412,0,0,0,4.28314286995755,8.83862912654877,1.93359971046448
"CD14+ Monocytes",0,1.29483971295302,5.02436340673508,0,1.29483971295302,0,0,3.56827389262689,0,0,0,0,-1.7975063323975,2.07909679412842
"CD4 T cells",0,0,0,0,3.12367168029375,0,0,0,0,0,0,0,2.2990517616272,0.210835590958595
"CD14+ Monocytes",0,0,5.41742869927407,0,0,0,0,3.64761927949465,0,0,0,0,-1.9794397354126,3.39627480506897
"CD8 T cells",0,0,1.91156841590416,1.91156841590416,2.52791645104193,0,0,0,0,0,0,2.52791645104193,6.57181400060654,0.134799256920815
"FCGR3A+ Monocytes",1.184205104975,0,3.67775520927215,0,0,0,0,2.95202612461209,3.16466797225369,0,0,0,-6.4753561019897,1.78272438049316
"CD4 T cells",0,0,0,1.63520791060614,1.63520791060614,0,0,0,0,0,0,0,2.54445505142212,0.760799407958984
"NK cells",0,0,0,0,0,0,0,0,2.67802103671383,0,4.65330599284649,4.51497253623019,10.7934527397156,1.61620783805847
"CD8 T cells",0,0,1.66895739931668,1.66895739931668,2.63331922965075,3.43869948729309,0,0,0,0,0,4.18356781793326,8.68822157382965,1.51684558391571
"CD14+ Monocytes",0,2.37813178367953,5.84853868439389,0,0,0,0,4.41327654382257,0,0,0,0,-2.4429035186768,1.73182535171509
"CD4 T cells",0,0,1.15690450548904,2.27421612110186,1.15690450548904,0,0,0,0,0,0,2.27421612110186,5.22196435928345,-1.35219025611877
"B cells",2.2826697832931,0,0,0,0,0,0,0,0,0,0,0,2.64243078231812,-7.900580406189
"B cells",1.89409452062965,0,0,0,0,0,0,0,0,0,0,0,2.65512275695801,-8.0346708297729
"CD14+ Monocytes",0,2.56347370544757,5.60787893460995,0,0,0,0,3.71201236896942,0,0,0,0,-2.6339349746704,2.52486133575439
"CD4 T cells",0,0,0,2.29181139080484,2.29181139080484,0,0,1.69495862802837,0,0,0,0,2.53227186203003,-0.704283237457275
"CD4 T cells",0,0,1.76397536465063,2.74127669153452,0,0,0,0,0,0,0,0,3.38283634185791,-0.816140055656433
